order_id,order_date,product_id,region,vendor,quantity,price,total
08a131aa-7a99-4b0d-890c-09ea88eb3c71,2023-10-22,f0dfd416-7efc-4a27-a20d-f1cd3e6c25d3,Rio de Janeiro,Fabio Melo,3,154,462
eff862eb-6e24-4b85-8da5-313c3472dd80,2024-05-31,47f04c07-1568-4a91-bfca-5801192aa5d5,Tocantins,Kaio Silva,8,940,7520
657619dc-834b-4b2a-9328-650dabcfd940,2023-09-18,6bd01904-4659-434a-9035-6d4350d61ae2,São Paulo,Luciano Galvão,1,677,677
9f826274-fd66-4dc4-93e4-52c22aafbe38,2024-06-15,b09d3760-f3e8-4e37-9616-2c4e26ebdf4c,Tocantins,Luciano Galvão,5,301,1505
626af116-5c8a-47d5-ab21-ff211654212b,2024-02-09,9454351b-b23c-4005-b2fc-d3c0866da5b7,Rio de Janeiro,Kaio Silva,8,523,4184
5c9329b3-5ddc-4ed7-857e-e503a7d65cc9,2024-03-15,2baca727-6108-4ce3-9ba5-39975d231a3e,Rio de Janeiro,Fabio Melo,6,842,5052
b87cbe00-b270-4665-b02a-5bbcf9b7859e,2024-03-24,1b98daaa-ca9b-4e76-aaa5-d24695d440af,Tocantins,Kaio Silva,5,121,605
0e342b97-3cca-45cf-981d-72dc27976090,2024-03-08,8b8c5f8c-3ab3-4a20-be03-fd6d95a7f92c,Tocantins,Kaio Silva,6,909,5454
a1f45084-2c6b-4bc6-9a37-f1269fd5d6a9,2024-06-20,607f5953-925f-4636-9ecc-d714b5d7f2ac,Rio de Janeiro,Luciano Galvão,6,668,4008
f6677da3-0b38-4fc3-a535-d47a27aa28b1,2023-09-05,600a48e4-b8b5-432d-a81b-1ff14f5623c7,Tocantins,Kaio Silva,2,265,530
af658759-4d31-4e50-8cb2-5952b9af6c4f,2024-04-08,da55792a-676a-4a1d-8c21-229bb7c1ce28,Tocantins,Fabio Melo,3,367,1101
c6f16dc1-5bcb-463a-bb11-cfed76df45ce,2024-06-06,7b217261-a8ca-45bc-847c-7bc2b9fdb6d0,Rio de Janeiro,Kaio Silva,2,763,1526
dfb8b7fd-b6df-4644-b7c3-b0e71792ca43,2024-02-29,55cf5c78-9b15-44a8-ad47-6f569815b391,Tocantins,Estagiario,2,471,942
a3f86a09-e602-468d-bd79-c8d9fad6d8f3,2023-12-05,cc763082-7c80-41ef-98ca-b671518b9a05,Tocantins,Estagiario,8,259,2072
e227f222-908e-46e8-8a59-0768017e48b4,2023-09-21,d0f1da08-41e9-4731-8a58-636865565098,Tocantins,Estagiario,8,722,5776
f0f8722a-b55b-4d16-91dc-7dd12abd141f,2023-10-21,4a72c7e9-d74a-4d57-aae7-7ba75819d149,São Paulo,Estagiario,1,158,158
9a82ea98-a890-477a-9361-211d5f0cb1e3,2024-03-26,928665cd-7deb-444d-836c-d8fe07576eff,Rio de Janeiro,Kaio Silva,6,966,5796
b20ddf34-db7e-49cd-bed5-91adacd06c34,2024-02-03,e36ba915-defb-480f-917e-10c1b21269d5,São Paulo,Luciano Galvão,10,737,7370
1fc9ee06-0dfc-43d8-a2f6-96ef96764361,2023-12-13,8a413175-5752-47c7-81c3-b2e130b2febc,São Paulo,Fabio Melo,9,753,6777
d8b581dd-b762-4ec4-8805-66439a688342,2024-06-17,c6ea58c5-e989-4afd-9e9e-f7d98dbf5259,Rio de Janeiro,Kaio Silva,6,937,5622
6c84270e-6ead-4691-b080-17a8902fb5cc,2023-10-01,f55ad150-2560-45c8-86e8-f83bb4d3fbec,Tocantins,Kaio Silva,6,858,5148
84a04014-c5e5-4971-80db-3351123b4bf3,2023-10-20,f28fc324-e527-448c-9d6b-4b1887a8d004,Tocantins,Estagiario,10,448,4480
8436aaa7-e4d9-4f10-b322-e9b7888184a8,2024-02-21,809cbe4b-b417-4b03-b89f-745df7dc3ec1,Tocantins,Fabio Melo,5,740,3700
bc401f82-5ecf-4374-a434-86e3412db50f,2024-04-18,69839400-7f61-45c1-b2a2-7c7206429e08,Rio de Janeiro,Luciano Galvão,1,190,190
49cc80ac-8f42-4486-a1fa-fefefcd3ef61,2024-03-28,60e39aeb-e025-43c0-aec9-16335e39b0f9,São Paulo,Luciano Galvão,1,675,675
53f8149b-4f89-4107-a060-37caef968029,2024-07-22,dbeacea3-8e7c-45e5-9e7c-317975c4c31d,Rio de Janeiro,Fabio Melo,2,139,278
51cc5610-d1d6-4162-8316-6e18b582eb27,2024-05-05,383c6b82-319c-474d-9ded-3daf8a2d0903,São Paulo,Kaio Silva,5,245,1225
8ce46004-ebcb-43b5-a66a-1f305b1f2c3a,2024-03-14,695883ee-8cc0-4f4b-93cc-c8f19ac3d48c,São Paulo,Fabio Melo,5,130,650
28b2cd29-429b-4d35-8a46-545487dd0dee,2024-01-13,162e47d3-1c68-4760-9505-f49e1245e86b,Rio de Janeiro,Luciano Galvão,1,457,457
3f2a43cf-1741-435a-962c-c56a43757156,2024-01-18,4af86a3e-5670-41ce-8d08-f562fb1c464e,Tocantins,Estagiario,6,607,3642
38ad148f-f61a-46f0-97af-6fa3d47a872a,2023-08-05,9b78018b-7524-4764-a05b-34ddd40ab64c,Rio de Janeiro,Kaio Silva,7,669,4683
eeb75634-b08a-4c4d-9809-e91fba117ff0,2023-11-02,5eadac84-fc1b-4133-9ffb-34858bc6a51d,São Paulo,Kaio Silva,10,227,2270
15307645-101e-4ecd-bde2-b27b921e348c,2023-08-05,3a204b70-3d1d-4e17-a270-1a47a83d4d8e,Rio de Janeiro,Luciano Galvão,4,801,3204
a5e3d017-b2aa-4aab-a48e-c09d5e497156,2023-12-17,c2ab2e22-0581-4cad-88d7-bd0b8bea6e4d,Tocantins,Estagiario,4,184,736
b691b817-5cff-49b9-ac54-a466f95d421a,2024-04-07,0a19409a-7599-4dd0-b999-9a3c783eeb25,Tocantins,Kaio Silva,4,927,3708
b83312a7-52be-46eb-ae47-de9f49c8d0ed,2024-07-25,af79342f-62fc-45d9-b115-6d22c30af66a,Tocantins,Kaio Silva,2,919,1838
1a972fc7-b093-4fdb-a5b3-fdd2a69065a9,2023-10-31,6c34ae54-bf59-4ad1-904c-ea2b6597fdda,Rio de Janeiro,Fabio Melo,8,696,5568
15ddfd91-5789-46b4-bd42-5c5841ecf07a,2023-09-12,2c9c9ee7-9044-4ba8-b231-353602b7345c,Tocantins,Estagiario,2,397,794
3ea00dcf-4b57-40a5-8513-0209c05103b1,2023-11-25,775642ac-1755-4056-ac65-f9bf1a5d9057,Tocantins,Luciano Galvão,3,623,1869
30701dd3-b610-4113-8194-0cf4057404f5,2023-12-24,3f7bdc59-1307-4f99-b6fd-b885c55238af,Rio de Janeiro,Fabio Melo,1,778,778
c7f6d949-5d36-49d3-bb10-32819ccbbf8a,2024-01-14,09161717-408b-4bab-b0c3-e53501088075,Rio de Janeiro,Kaio Silva,10,218,2180
b984498f-6494-4265-9a6a-2ec3a15fe16a,2024-03-17,7ed1168b-4fb2-4c11-80cc-4f1653a406bd,São Paulo,Luciano Galvão,4,312,1248
ec919f6d-f018-4e47-9883-a2a56e95cc6d,2024-01-31,82cdba1c-60dc-44c6-875c-7919b029a12b,São Paulo,Luciano Galvão,8,460,3680
7f42a7e1-7195-4dfb-b41c-97a5886e2830,2024-06-19,f72c73ff-1998-43e3-92f3-0a4faa88493c,São Paulo,Fabio Melo,5,391,1955
7f638dab-cf37-43ab-9723-b62d34526499,2023-08-26,51edd4bb-2829-40d4-905d-2065f30eb150,Rio de Janeiro,Fabio Melo,8,147,1176
3a2bc318-db92-43cd-92a7-4a133f496710,2023-12-06,59b082a2-4031-408e-a53e-19996aed9922,Rio de Janeiro,Estagiario,6,696,4176
215b7a56-3d7f-4695-8d30-eee0aaabe70a,2023-10-05,aa7dd2d2-820d-436b-99c7-fbd4b377e01d,Rio de Janeiro,Fabio Melo,10,503,5030
b83d11e3-bfa6-4c1e-ac90-5783dfded807,2024-01-18,9bc930ba-8683-4d7c-b1ba-67eb39157e55,São Paulo,Estagiario,3,612,1836
79671599-83cf-4d41-94eb-3af235932b69,2024-05-03,d9d09000-e591-4843-8da0-7475ad219582,Tocantins,Kaio Silva,1,964,964
afe690d5-d8b0-4b4f-bc97-993e433f7157,2023-08-15,a1d92639-ab3f-4615-a84f-874a8c177278,São Paulo,Estagiario,1,739,739
1e76d562-863a-4897-b1a0-74c831669984,2024-07-03,52734aa3-448c-4694-9098-4eec00fee9fa,São Paulo,Estagiario,1,900,900
ce373f42-9e46-430f-92b3-9518057680c1,2023-09-13,68fda78b-d687-47b4-818e-2ab299c41e2b,Rio de Janeiro,Luciano Galvão,9,477,4293
746d77b1-a434-4b6d-8d53-23a3498fc5cb,2024-04-13,1f10ef13-3c76-4036-9b42-67ff65129d72,São Paulo,Luciano Galvão,4,222,888
a24cd6d4-0c85-437e-95a8-b20ff35b9308,2023-12-17,c2ed5195-572e-47af-8005-0d24e354ef65,São Paulo,Fabio Melo,4,916,3664
c0f446ea-c6c8-4136-91b8-627c04a366a4,2023-12-10,597f0e72-1a7a-454f-a377-0b3cf00855e1,Tocantins,Kaio Silva,8,711,5688
7e2902e8-7464-425c-85f3-00f473abe972,2024-03-16,19aa3486-2bad-49ed-b390-53939f19ab6a,São Paulo,Kaio Silva,3,862,2586
df8c12a0-375a-4b89-a0ac-8f76d0ff7e32,2023-09-29,5861db4c-6ff6-47b5-b607-2cc25269e2b3,Rio de Janeiro,Estagiario,10,689,6890
ecc48713-43da-43ba-bf1b-477e627350c8,2023-10-01,350aa454-df00-483e-a887-081e61d7edf9,Tocantins,Fabio Melo,7,177,1239
99e1df63-4d43-4f85-bc13-083bb1cf0e57,2023-10-20,063d1eec-fbb7-41c8-bf18-667dc5f4b4af,São Paulo,Estagiario,7,644,4508
2e2b4ad1-4a9b-4722-be43-28085434ba70,2024-07-07,91b4b7de-ae19-4f07-bf14-c3711aa7dbf0,Rio de Janeiro,Estagiario,4,618,2472
5a425347-85e0-4fe6-af4a-9bbadb7d625c,2024-05-14,5f239806-f10c-48aa-81a9-e94ff09a2f8a,Tocantins,Fabio Melo,10,413,4130
c7cd9a1b-c912-41c0-9b0a-909ba653c59e,2024-01-28,fd7e03fc-83e4-4a84-abb0-9557ef732332,Tocantins,Fabio Melo,10,471,4710
c8a614bc-014d-4a3b-8a00-d77e565c1597,2023-12-17,682a3f01-305b-47b2-90ae-1fc21b15215d,Tocantins,Fabio Melo,5,941,4705
e4b3edeb-8e53-4e98-88d7-afbe5f7dfdc4,2023-09-25,29f14a90-3271-4963-8874-9f7341c462f9,Tocantins,Fabio Melo,1,356,356
2d88a2af-fc9e-41d0-af92-1daf2152146f,2024-06-02,cf74ae0f-2bcf-4c25-b479-cdf344dcf812,São Paulo,Kaio Silva,7,769,5383
374def92-55c3-4734-b40d-684ed2719663,2023-09-22,1f04c6cb-c357-4458-93b1-14106b435b61,São Paulo,Luciano Galvão,1,688,688
52ff952a-7be8-4589-864f-08619dfb5ba9,2023-08-22,355ccfa5-ef24-45d2-a1a9-c0410e3b0407,São Paulo,Estagiario,7,769,5383
89001ea6-d2af-47e1-81ca-51ca36f01b38,2024-02-19,7fdc1070-0c61-48ca-b634-ba66703cd5eb,São Paulo,Luciano Galvão,3,254,762
3b04e608-f05b-464a-a458-ed3811dae8c3,2023-09-27,e314edae-1720-4768-bbec-941ab72c5e4a,São Paulo,Estagiario,6,266,1596
0cd37380-4206-4b15-8c07-bde0566c4108,2024-06-24,0295bde7-16f3-4791-8d02-dae7316a30cb,São Paulo,Kaio Silva,2,963,1926
cc5368d9-6175-47bb-a846-543a1ca14788,2023-12-27,8518734b-4c17-4479-82c5-fc592e8ab5e0,Tocantins,Fabio Melo,8,857,6856
f2ab22b9-5142-44b1-9def-3e617be11d6f,2024-05-06,8037e28a-25a1-4707-b916-bf3e9368d6da,Tocantins,Fabio Melo,5,930,4650
06832cc1-d15d-44b0-8fa1-a235b798b1af,2023-11-10,12cbf938-4516-4418-89ce-0c0e10114b76,São Paulo,Luciano Galvão,1,661,661
a9ffada4-06bf-4e26-bfbd-e2922f8eeeaf,2024-04-11,e58f2831-4327-478b-8298-bea8c888d38a,Tocantins,Fabio Melo,9,634,5706
0f41e453-0189-4c50-ad96-c54c6fa0bf02,2024-01-20,2d3c29da-3322-47a9-912e-e7ff33ab504b,São Paulo,Estagiario,8,741,5928
721dbf4b-371f-46f7-a4d1-ee594ebecadc,2024-04-03,39db5a01-8101-4165-a569-5367774de8a1,Rio de Janeiro,Kaio Silva,9,702,6318
c4ed59cb-7574-40c6-af18-0e74b08f0a96,2023-12-26,77fbbdba-4c77-4d12-83de-c23773f4a9d6,São Paulo,Kaio Silva,3,437,1311
3413b9b2-3dd4-4fd6-ba41-a6c0968dfb66,2024-05-05,a5b44ec9-d302-49ec-8c4a-751c15580b58,Rio de Janeiro,Kaio Silva,8,984,7872
b558dfcf-9f42-4f59-8d29-c830e0944cf2,2023-12-12,3e3cc413-20c3-4c38-b359-9ea7343b31da,Rio de Janeiro,Kaio Silva,4,944,3776
69af71b8-1420-4b5f-9f79-585c04ea9ca7,2024-06-09,1b4ae7f9-aa10-4020-a5d9-2147e016393f,São Paulo,Kaio Silva,10,943,9430
9d537ce4-2ae4-411a-857d-31a3dc2f697d,2023-08-31,577553b3-42a8-48e9-b374-1239f79b9dde,São Paulo,Fabio Melo,9,113,1017
a2391964-b866-495c-8d1a-44724d1998b0,2023-10-17,a5bedff4-8fd2-436e-a329-00584472c739,Rio de Janeiro,Estagiario,4,681,2724
31e0194a-3362-4094-b002-063839dd3f55,2023-09-30,694a414a-b016-4925-9eb7-073b7a9c62f2,Rio de Janeiro,Fabio Melo,10,335,3350
06e3b5c9-3620-48e2-bafc-0778f329e8b4,2024-03-08,6f1c0f30-3336-4524-91f7-a0ba214f5404,São Paulo,Estagiario,5,170,850
634fd472-ca6a-4b6a-9413-5a1df3b14f3f,2023-08-19,0d95f45f-e208-43ab-9c39-478813c9cf61,Rio de Janeiro,Luciano Galvão,6,241,1446
cf234588-b29f-4161-8d10-4ed63593883c,2023-08-06,d4ed12bd-5205-4743-bb12-06f09bc147dd,São Paulo,Fabio Melo,7,457,3199
096db454-32ac-4587-8e3f-1e5aacd82a55,2024-06-12,9beac6d1-d9ff-42a2-85fc-eb8d3ee5e0a1,Tocantins,Luciano Galvão,8,546,4368
2fb1b46f-aefd-44e9-9548-4278682f2216,2024-06-25,2c0fad94-3118-47da-9dd6-519be65df5dd,Tocantins,Kaio Silva,9,108,972
1245645e-b7a4-4a1e-9540-065d8f5e615d,2023-12-09,743bab27-05fb-4fec-8ea3-5bc727c9e1ed,São Paulo,Estagiario,9,988,8892
6dbbe923-919e-4aa2-8a99-b17ef410be53,2024-01-18,527154ba-9cdb-48d1-a1e2-3b4c57f76352,São Paulo,Estagiario,10,831,8310
e26044c2-0ef7-45ec-abee-827b6e31eced,2023-11-22,8a88a8bb-9f53-4f3b-90bb-0053159780c1,Tocantins,Estagiario,8,930,7440
999c1d69-9ecc-4643-b414-2164d29e08a8,2024-05-30,7dc36f34-1723-4989-b39e-d3eaf3372f0d,São Paulo,Kaio Silva,3,111,333
500f64a5-31ed-46cd-a206-80b3550c71b0,2024-07-01,37ce9b37-a065-4ee1-9c1e-63a8be01fe60,Rio de Janeiro,Kaio Silva,6,414,2484
ec1420c9-dd3e-41f9-9bfd-6584a7030d25,2024-06-23,b4033cef-c6de-4096-abba-cdb17bf13a0a,Rio de Janeiro,Estagiario,8,603,4824
3730e658-a3a8-4b73-a9f4-bcd1cbf3fdea,2024-05-27,2c080e41-cd96-4b86-85b4-a92027256883,São Paulo,Estagiario,1,721,721
caeabfd8-1723-4901-8d63-afc65569785b,2023-08-29,ff16623e-2aa1-44de-811c-3f743b48379d,Tocantins,Kaio Silva,3,385,1155
32537b33-4e5a-405a-ae66-21a08337e2e4,2023-08-04,ab94cb3a-7571-49eb-ac0d-a0b61562f11d,São Paulo,Fabio Melo,1,935,935
97b0eb5a-a249-4a3e-bd8e-9efb56856713,2024-07-25,5ed2898d-0531-41a3-a3ed-ad8a17a05b6b,Tocantins,Estagiario,7,872,6104
08667713-d3f1-45fe-b2f8-10b8f1fc4096,2023-08-14,2625ce39-a5e0-4044-8fcc-bb01c9eebd5f,São Paulo,Fabio Melo,10,616,6160
76f25a02-6b9a-4efa-8fbe-30075b53094b,2023-11-17,e1481615-f5d4-49be-968a-352aaaac9680,São Paulo,Estagiario,10,761,7610
3dc91afb-f0b1-478c-b872-5a9fd53f6627,2023-09-14,2601588e-a3d8-4e8a-8aff-991be990f86c,Tocantins,Kaio Silva,4,906,3624
2e016aeb-bf32-46f4-beb5-935bbb52c807,2024-01-27,a68561fe-4608-41b1-9e66-63d4a77139ee,Rio de Janeiro,Fabio Melo,8,417,3336
7f80549a-9145-412b-9a97-b30678c38053,2024-01-24,1d1a05e4-47de-4695-ad25-c26c05898b34,Tocantins,Fabio Melo,3,113,339
c7ac8393-a9a9-4af2-b43f-131df723c92a,2023-09-21,87b990f6-91f2-4ca7-83d6-eab6940b1d13,Tocantins,Kaio Silva,3,276,828
8a366441-6fe6-4092-8921-c1ae54a7c78d,2024-01-01,e04ae4ba-bf7d-40a4-9516-79864a1df11c,Tocantins,Fabio Melo,3,724,2172
c33eb17c-3a87-43e1-9b8e-124a294ca975,2023-10-04,7ce0f600-9d22-4804-b3ba-e480386bf13c,São Paulo,Estagiario,9,449,4041
4cafbb4b-f465-4116-bad7-84e87200dd4b,2023-08-12,194cf78f-eb12-4bcd-a17c-f53dc4b360d4,São Paulo,Kaio Silva,7,296,2072
d5c59e58-faa4-4f68-935c-5865dd9a9de6,2023-10-31,41085122-ad2f-426f-81c6-21cae3fc4e31,Tocantins,Kaio Silva,7,634,4438
87df81af-d574-4b1a-9d26-43a2db4b0ca2,2024-02-03,367c16a2-e58d-404b-a99b-0c06f4019c7f,Rio de Janeiro,Fabio Melo,3,901,2703
be184bc1-aac8-4f40-81cb-a2f4ad17eca7,2024-01-31,89ce84ba-5bc3-44d7-8a18-7f7873cad47c,Tocantins,Fabio Melo,1,434,434
1b2bf755-a2dc-4d92-89a4-33707bfbcb2f,2023-10-23,4a102f82-e95d-4370-8a82-e499a628fbe1,Tocantins,Luciano Galvão,10,677,6770
c0a58039-bef0-4fb1-a141-df451de20b36,2024-01-15,ad403c75-f8ad-4922-afb7-72ebaf64fb22,São Paulo,Estagiario,9,807,7263
043e9b4f-1a65-4e36-ab34-c16644f124b2,2023-08-26,856f8458-8b4a-4fd5-8347-76d09617d5dd,São Paulo,Luciano Galvão,9,186,1674
c6a296db-e4b2-419c-b1d3-9b87ab7b88ad,2024-03-09,874a7120-521e-4a67-b5c3-560dade37776,Tocantins,Fabio Melo,5,530,2650
49a64e80-b533-44b9-85d6-18da4c7b382b,2023-09-26,45bec9d1-a31f-415d-98b7-6feb53ed853d,Rio de Janeiro,Estagiario,1,889,889
a3d5874a-c710-4113-b60a-8148b3d3fe59,2023-10-22,73c4457a-3437-4574-8729-0864c1e5c1a0,São Paulo,Fabio Melo,4,762,3048
bcb16c5d-f698-41de-b396-bcdd0dc85e0f,2024-04-04,ce483a84-068e-464f-b405-cc359a91619d,São Paulo,Luciano Galvão,6,624,3744
2b6e4fdb-f796-47ce-ab98-94529b6d5d47,2023-12-05,e75e1799-b364-4b90-a276-85dde9a220cb,Rio de Janeiro,Kaio Silva,9,471,4239
3cd21b52-cdae-4136-9ef6-29c72da245f0,2023-08-14,93eaf669-fb36-4d9b-9173-6fc6180081f8,Rio de Janeiro,Fabio Melo,1,631,631
cb23035b-7f26-40e0-a754-fcee2fa63aae,2023-08-07,965ac26a-da0a-4773-bfb2-42f2d930ca78,Rio de Janeiro,Luciano Galvão,1,904,904
18b7d6ce-2208-4c5d-bd30-8e85c9e4a15e,2024-07-21,48feea2a-fb31-4c95-a866-a05daaa3b705,Rio de Janeiro,Luciano Galvão,3,349,1047
752c41dd-5ff1-4c12-9539-df51296cfa08,2023-12-09,65ff16bd-02ae-4826-bcf9-da8c36319d3a,Tocantins,Estagiario,3,666,1998
f55846c2-0cd0-405a-b606-751d937929ff,2023-12-28,6e9e4c10-1937-4e6c-b091-227d8e8d82d3,São Paulo,Kaio Silva,7,189,1323
43ebab01-cb7d-4034-af51-bfa92a3498f4,2024-06-18,2ac67a5e-eb27-45d6-9df9-3fe86110a200,São Paulo,Fabio Melo,8,115,920
4ea55120-d264-457e-a504-1d21261d9690,2024-04-17,b6ce0889-5e4d-4b71-9203-7a105a55de97,Rio de Janeiro,Fabio Melo,3,519,1557
c570581f-81a5-4128-ad6b-435411d715a9,2024-06-02,c4f91092-4792-4c34-b4c2-b9e05df28c86,Rio de Janeiro,Fabio Melo,5,609,3045
7c7609d4-e8d6-40de-a4ba-ec1fc5a112a5,2024-07-26,445fca12-b07d-4404-918c-a868822a2566,São Paulo,Estagiario,3,886,2658
6d597e98-0dcf-49bc-a6c4-cd691fc47d78,2024-04-05,85a15c71-112e-4caf-a2dd-9b16082b8bff,Tocantins,Luciano Galvão,10,659,6590
30e9538f-ad91-4049-afae-bb215f2202c6,2023-10-19,f9c18ccf-d727-4c31-bec8-e2dd977e3a7f,São Paulo,Fabio Melo,6,543,3258
80dc253e-9248-473f-9f72-00811c523e5b,2023-08-21,4b349154-1f79-44d6-b696-0e2ea7f3f1ab,São Paulo,Luciano Galvão,3,855,2565
e74d0ebb-3d59-4226-bcb1-2adebe3898ad,2024-04-09,52ed9ad2-4124-4315-8cf5-98810929ba09,Tocantins,Estagiario,9,235,2115
58f3c49f-d30e-4643-a376-37ad19ad7e68,2024-03-03,8586879b-2a80-4d3a-9c80-571a53f35610,São Paulo,Fabio Melo,10,421,4210
9257852c-030a-4e03-b1c9-ba540a1b4756,2024-01-16,a63e3051-3052-468c-89c4-3b773d7f1f07,Tocantins,Luciano Galvão,8,533,4264
0732fe9b-42d7-4cd0-8be7-9f3b645cbc89,2023-08-11,3dc54bc5-577f-4d56-853c-8d202c5e183c,Tocantins,Estagiario,8,789,6312
8005f87a-6f43-420a-bede-861b6bf34836,2023-11-14,bbb9f128-8d01-47a9-b818-516ad563f961,Tocantins,Kaio Silva,3,313,939
dd348fcf-8411-4c6f-ad43-bfb0d0afafaa,2023-11-20,b9e5641b-4658-4737-bec3-5e86ebd7d098,Tocantins,Fabio Melo,3,328,984
8acc1dc9-c70a-4e5b-9e34-5016d044ca5c,2023-12-17,c687fcd6-adcc-40f4-9cab-f92663e79cee,Rio de Janeiro,Fabio Melo,7,999,6993
a866cd41-63ae-4df0-89f2-39f04cc75770,2024-03-16,97ff0bfe-da4f-4d62-9a57-ac99f1c9e768,Rio de Janeiro,Kaio Silva,5,111,555
9169655d-1886-49c0-a8d7-c19750b7f6b4,2023-08-07,88a77c23-9316-44d7-a8fc-7be0d939723f,São Paulo,Fabio Melo,6,172,1032
74c28ee1-7920-4797-8afd-1ae6140e9399,2023-09-14,27eb07ac-26cd-4a79-a7be-d5e550f5b361,Tocantins,Kaio Silva,8,607,4856
